CD119FP,urbanization_pct
6,14.273753386461632
13,60.40917282666859
2,10.159529358642006
9,19.871398293263123
15,19.87988434867755
11,88.68521910496122
8,22.702744550820455
3,85.82612992739575
14,22.102560731264862
1,46.38919316448714
5,13.282808044879202
12,11.95920730700539
10,37.086827187290154
7,30.464278127047688
4,13.708126315835012
