CD119FP,GEOID,geometry,CD119,dev_21,dev_22,dev_23,dev_24,dev_total,total_pixels,urbanization_pct
06,3906,"POLYGON ((-81.84486345420486 39.45021681115907, -81.82575746300152 39.4491728149569, -81.82315606321751 39.49407146413001, -81.76594594104168 39.48872240559954, -81.70852483789875 39.480774307350686, -81.70507285682673 39.53098921824671, -81.72221488656238 39.53154925384501, -81.71551988240928 39.58339910856624, -81.67678881555459 39.590100996081745, -81.58818266010547 39.58697178741152, -81.58612966400649 39.66399153584643, -81.64319776562604 39.66567969387034, -81.63988377543207 39.75341844034727, -81.69743988204608 39.75557063028086, -81.6941440091732 39.842634648957784, -81.58514484139602 39.83923933756863, -81.5803428379308 39.84115432567084, -81.5785879448274 39.89768137344967, -81.53050588017783 39.89631424944377, -81.46410585415792 39.89454815615355, -81.4627479151879 39.923498188665604, -81.38730993995377 39.92139414807951, -81.38600399371765 39.95069216888943, -81.3760659962857 39.950548162215696, -81.34775900953909 39.953631145140754, -81.23405102947592 39.951268016781086, -81.23402403239477 39.95349601605388, -81.23065714785587 40.03947210714564, -81.22753326615346 40.12840736758878, -81.22592231843963 40.170073491397105, -81.3395634106962 40.17199760848176, -81.33806248898833 40.21407571709981, -81.33523758190246 40.29149884726112, -81.33459958986226 40.30431485866713, -81.27531755612873 40.30343283793979, -81.27414056976711 40.332630862552705, -81.3332886082045 40.33394188504234, -81.3516486287418 40.34666890338672, -81.35109663852198 40.36137191670523, -81.39125166793875 40.36248393317607, -81.41965169144775 40.36621894774779, -81.42308669943324 40.37248295521217, -81.44335971492887 40.37302296371572, -81.4639577308155 40.373656972460445, -81.46305073503183 40.378633977139124, -81.46218874928712 40.39384099217238, -81.46179675622457 40.40124399949451, -81.4712587642825 40.401593003791675, -81.51932479959659 40.40372302978113, -81.5181818238779 40.42649305224671, -81.5375998340073 40.42667806366768, -81.56606384929006 40.42732808075178, -81.56340990475503 40.47797212759089, -81.52068788018701 40.47684110474029, -81.4876448632524 40.483384095036044, -81.48358885386264 40.47834908789281, -81.48104285598417 40.4829220913656, -81.48004185498628 40.48295209091216, -81.47705485168713 40.4827270892369, -81.47440085464805 40.48834609369147, -81.47833386053468 40.49009609740427, -81.48862586729187 40.48627209849389, -81.480713875456 40.50244010956147, -81.4806528759001 40.502994109718855, -81.4808608761598 40.50303410983635, -81.48543488881378 40.51147311500838, -81.4891248996811 40.51901211946754, -81.48851089898852 40.518972119140884, -81.48719889410769 40.51518311717213, -81.48605889172802 40.51391911616104, -81.48557689150387 40.51423611602541, -81.4867238938424 40.51544711702171, -81.48861789942687 40.519325119316846, -81.49034790369075 40.521958121107474, -81.49191790842133 40.52528812306289, -81.49015190806064 40.5269481227287, -81.491708910011 40.52726412363916, -81.49256091419838 40.5308391253164, -81.50276994083234 40.549514137013865, -81.50283894106035 40.549719137117975, -81.50292094133165 40.549963137241825, -81.50101895811152 40.56948914320457, -81.51167097122735 40.57692515073197, -81.50891059517004 40.65041265089124, -81.53760457752853 40.64709964386127, -81.55395556720602 40.645327638264426, -81.6491091087449 40.63452423261788, -81.64897458845802 40.66369554235264, -81.65002460083693 40.667771535334765, -81.64920678276458 40.72644944035461, -81.64896881495687 40.73686042329668, -81.54799078412597 40.73349036896821, -81.54852576646653 40.726204391826, -81.53146976042036 40.72473738844136, -81.53214175857092 40.723902391536534, -81.53323475637991 40.722900395354564, -81.53292375608163 40.72279039558381, -81.5320067579858 40.72365939228585, -81.53118476034889 40.724724388352485, -81.53070376023285 40.724704388196216, -81.51720779984247 40.743310315863965, -81.53375782979413 40.75840132555538, -81.53407982979101 40.75825632551136, -81.51808983478857 40.775372348194196, -81.5182218396522 40.78143736157293, -81.51771183908178 40.781431360974516, -81.52172384762892 40.786139376017786, -81.52694286135386 40.79342939879742, -81.52724286169024 40.793342398980016, -81.52933487158182 40.79986441658741, -81.52276085981244 40.798307404362426, -81.51868085904033 40.805250414174466, -81.51887285871788 40.80443341265236, -81.51920785792214 40.80274240940706, -81.51748084831296 40.79387738777721, -81.50495482818437 40.78876236135897, -81.50481182916903 40.79142036662831, -81.50609983524394 40.80055338705837, -81.50127382884449 40.804266388070204, -81.48419879077181 40.80285142619727, -81.48405979170145 40.805338431450295, -81.47919578091533 40.80532944455189, -81.47898378227204 40.80860845151356, -81.48386779299538 40.80876743869119, -81.48367979399207 40.81155944466952, -81.49811182419349 40.80930440146311, -81.49306681769166 40.820528437279776, -81.46716476415989 40.81966150451784, -81.45834574587249 40.81943652756902, -81.43472069635648 40.818547588841064, -81.42505367602972 40.818245614054455, -81.42591266057505 40.803407584770895, -81.42633865333816 40.79632557072874, -81.42675064567682 40.788844555983474, -81.42700363901228 40.782514543758325, -81.42882760886485 40.75178848262088, -81.42928860015766 40.74423949262687, -81.40852854162533 40.743666550515044, -81.40164454759851 40.762611578539044, -81.39758354164611 40.76599759584157, -81.3796074985671 40.76885065091974, -81.37864349578851 40.7687086533637, -81.37561148766987 40.768631661681944, -81.3755974875688 40.76859466165819, -81.3754354863937 40.76816366137865, -81.37485848219893 40.76663066038935, -81.37449647955482 40.76566765976882, -81.37419847737351 40.76487565926055, -81.37398347579537 40.764303658893546, -81.37367947355354 40.7634916583702, -81.37345547189685 40.76289265798419, -81.37338047134244 40.76269265785604, -81.37330647079568 40.762495657730234, -81.3732304702344 40.76229365760164, -81.37311446937049 40.76198165739929, -81.37308346914017 40.76189865734589, -81.37306146897825 40.76184065730952, -81.37197146076134 40.75887765536475, -81.37166045842902 40.75804665483705, -81.3711844448043 40.751146644544555, -81.36101841659669 40.751461673831606, -81.35890142126678 40.75700168899257, -81.37103745553553 40.75738765547866, -81.3753454869552 40.768623662409645, -81.37420648781344 40.770828669317005, -81.37731049607272 40.77092166084172, -81.37285049208057 40.775249680559, -81.35952647367763 40.783435731040804, -81.34980945194702 40.78453575956561, -81.34962645603308 40.786769763716805, -81.34797144980821 40.78569276650114, -81.31337235963107 40.78333985784526, -81.29983130120566 40.773705880532084, -81.30211830097196 40.77132287057167, -81.29294725208513 40.76197588209694, -81.29045827448557 40.77275590512202, -81.28479828394832 40.781464933683104, -81.34349144883781 40.790436786475695, -81.33975746202648 40.800751813279724, -81.3239084267938 40.80106385669483, -81.31923343782644 40.81016388353925, -81.30931441577594 40.809918909799904, -81.30677752467662 40.85534998605745, -81.30590056915916 40.87351801604751, -81.3043616422111 40.90308806496709, -81.30420665089414 40.90656407063959, -81.29976585904313 40.98850920537518, -81.20314489991681 40.987987369148286, -81.19567790847812 40.98820337780755, -81.18384792088335 40.988206391067635, -81.09881900943954 40.988072486176364, -81.08631102236187 40.98802950013933, -81.00169410982309 40.98778159467298, -81.00235950835427 41.06209153884539, -81.00228990825096 41.13418745810205, -80.90597170854672 41.13438661688264, -80.81116250139287 41.13422477311113, -80.76874140850745 41.13409384282428, -80.72372132205335 41.133903859895625, -80.71114830056663 41.13390085344274, -80.69905227970442 41.133852847188756, -80.67710924169212 41.13372683584527, -80.66549022157872 41.13366382986592, -80.6453501866327 41.13353581953129, -80.63520316915914 41.13350281435643, -80.62424315006156 41.1334148087641, -80.61630813615604 41.13333280472625, -80.61618413593993 41.13333180466329, -80.58738908685254 41.133355790069295, -80.5690970554325 41.13331578081236, -80.51916362202559 41.13321714691963, -80.5190109343266 41.12511476319696, -80.5190109342267 41.125091710568654, -80.5190109340709 41.12505576325274, -80.5190549341463 41.12505576327103, -80.51899089460086 41.11595677184783, -80.5191908490047 41.10535678191025, -80.51912382921711 41.100817786182056, -80.51909078512216 41.09065679577351, -80.519086747912 41.08207280388074, -80.51899771715865 41.07501281056076, -80.51895870344696 41.071864813543655, -80.51892669943837 41.070952814412045, -80.51895865871909 41.061544823305184, -80.51893565202305 41.02955803507093, -80.51893167449202 41.024027973785074, -80.51892545860285 41.01538586699235, -80.51898739434596 40.995443877263206, -80.5189892258244 40.99410875984386, -80.51899845770583 40.98737887092852, -80.51904512262836 40.95336089944514, -80.51904512581785 40.95335857434337, -80.5190894323512 40.92105980812193, -80.51988944033043 40.90665979422483, -80.5197884432052 40.90075978882843, -80.51977586664538 40.900322987561644, -80.51976244363837 40.89985678800894, -80.51900045443594 40.877541767778396, -80.51901763796968 40.85133814154266, -80.51901844879347 40.85010169444459, -80.51901846843522 40.85007174226367, -80.51907946891535 40.84915574138389, -80.51899049332232 40.80121969691636, -80.51905649784504 40.79229668861124, -80.5190564713341 40.792235881087294, -80.5190552535518 40.78944268170456, -80.51904886991402 40.774800674831496, -80.51903092446068 40.73373960372417, -80.51902369195562 40.71725199976978, -80.51899113877249 40.643042053675465, -80.51898930629842 40.63879953539341, -80.52191530133008 40.636990532873895, -80.52565829839739 40.63606653062557, -80.5300912980566 40.63625352885286, -80.53273529596866 40.63558852726122, -80.5395392863933 40.632120521979225, -80.54589027950229 40.62970051763473, -80.55112427659067 40.62884551483911, -80.56071826277872 40.62367850733463, -80.56783824726384 40.617550500298876, -80.57193424177065 40.615454497221236, -80.5751532709211 40.61462827725854, -80.57673423823643 40.61422249443178, -80.57985423800292 40.61430249319731, -80.58363124031587 40.61551849242835, -80.58909128624992 40.62004430258848, -80.58911648420258 40.62006518907044, -80.59204725522842 40.62249449343004, -80.59406325760825 40.6236624933344, -80.59876226054577 40.6252614923818, -80.60387425928862 40.62506249010489, -80.61600024979569 40.621694482902804, -80.62716924419493 40.61993447715026, -80.63435323463115 40.61609347181319, -80.6371231175374 40.61343880816599, -80.63937722331387 40.611278466815016, -80.64496120584742 40.60364645993001, -80.65171419221068 40.597742453675366, -80.65397018923295 40.59647845202099, -80.65518618925276 40.596542451573995, -80.66256217785691 40.591598445721075, -80.6658901692328 40.5877264421364, -80.66795515783238 40.58249443826794, -80.66777914839467 40.57809443576357, -80.66691513892029 40.57366243350178, -80.66270613160846 40.570174433054774, -80.65531412108527 40.56518243288937, -80.6524341154296 40.562542432395226, -80.6413780846373 40.548415427976465, -80.64084534386303 40.54779002406621, -80.63310506308243 40.53870342503958, -80.63048106128471 40.53791942549038, -80.62750505647253 40.53579142523561, -80.62328735842857 40.52364656009576, -80.62219302204858 40.52049541763582, -80.62088100348195 40.5122554129717, -80.61800098029921 40.50204740758124, -80.60905597862823 40.48950440063444, -80.60244798066113 40.48422439889837, -80.59979219938701 40.48287040687875, -80.59919198143895 40.4825643988809, -80.59549198493565 40.475264394791225, -80.5947919868256 40.47136439213103, -80.59609199036598 40.463364385439526, -80.59648146071257 40.46247922546816, -80.59829199221606 40.45836438052289, -80.59866750958818 40.4578351105377, -80.60287740089433 40.45190151219384, -80.60289041195668 40.451883173852785, -80.60439299439786 40.44976537061822, -80.60489299549072 40.44666536786935, -80.61119299676695 40.43776535706984, -80.61229299736517 40.434865354017646, -80.61299299895094 40.42936534901292, -80.61229300293259 40.418565340467154, -80.61269300642459 40.407665331122736, -80.61188319802132 40.40424613087412, -80.61179300825623 40.40386532860843, -80.61219300842482 40.402665327322026, -80.61519300747898 40.39986532277583, -80.62809400019248 40.3958653096438, -80.62969737390745 40.39500496030966, -80.63219399789982 40.39366530453235, -80.6335939975403 40.390465300518336, -80.63174128817337 40.38583444511561, -80.63159399994721 40.38546629752089, -80.63073800069816 40.384898297689695, -80.61919401020472 40.38176630425271, -80.61439401486744 40.37876630564358, -80.61167451418163 40.37656802620388, -80.60969301994966 40.37496630641406, -80.60759302369699 40.36956630380007, -80.60869302555082 40.36196629664347, -80.61025361481832 40.35854416781999, -80.61179402506757 40.35516628822388, -80.61261213989843 40.349030430829906, -80.61279402663895 40.347666281048596, -80.6107940310719 40.340866277349555, -80.61028261753934 40.340024880437824, -80.60289304484417 40.32786727482349, -80.60049305050408 40.32116727207149, -80.59989305274533 40.317667269980774, -80.60192934039344 40.31047238079548, -80.60289305338331 40.30706725834108, -80.60659404974075 40.30386725159691, -80.60738991043995 40.30272619556441, -80.61095872628441 40.29760944697686, -80.61489404246313 40.2919672321382, -80.61679404181997 40.28526722418954, -80.61619404677323 40.272268213901846, -80.61882566963354 40.266242878369596, -80.61929504396173 40.26516820386217, -80.62249503967449 40.261768196741016, -80.6370960168076 40.254268170590144, -80.63719601651023 40.25506817120341, -80.64459600434786 40.25126815762771, -80.65209598757177 40.244968137617896, -80.6615409607283 40.229796098035216, -80.66429694897286 40.219168075328625, -80.66458115924219 40.21733504658953, -80.66629693717401 40.20626904951112, -80.66809793019176 40.19966903498193, -80.67259791929551 40.19236901473854, -80.67905934242057 40.186830621278496, -80.6795979063846 40.18636899246263, -80.68181008086096 40.185564224991396, -80.68200590275441 40.18549298689853, -80.68370289984263 40.184212981742476, -80.68613489530142 40.1816049728829, -80.70292207071058 40.157254583542404, -80.70459986073857 40.15482089024499, -80.70599185791293 40.15158888147851, -80.70731985387737 40.14499686623241, -80.71003984857172 40.138308848139616, -80.71039324590545 40.12930814624187, -80.71055184316964 40.125268821561534, -80.70880784192126 40.118085810834394, -80.70820246283485 40.11737036233662, -80.70810384218106 40.11725381057673, -80.70699984149964 40.113269804959444, -80.70669984077392 40.11086980087302, -80.70769983781402 40.10536978815696, -80.70909983526337 40.10146977771672, -80.70980576254871 40.10025155075066, -80.71020083375164 40.0995697717642, -80.71300083080207 40.09686976075587, -80.72355989688212 40.09066587485101, -80.72910772817453 40.08740629561118, -80.73070181613633 40.0864697033163, -80.73277445655906 40.08429511909675, -80.73680181111082 40.08006967728246, -80.73860180926637 40.07566966428644, -80.7385218690721 40.07231219355244, -80.73850180854292 40.07146965572535, -80.73846549089053 40.07130103783791, -80.73710180799782 40.064969645196804, -80.7343018081816 40.05966964032442, -80.73310180850288 40.05876964110876, -80.73244212565886 40.055891022194835, -80.73218188409062 40.054755421529144, -80.73106191284235 40.049868269781236, -80.7309018071685 40.04916962623057, -80.7309018065757 40.04666962109191, -80.73150180422469 40.03746960080113, -80.73312074359467 40.033692061054, -80.73330180278892 40.03326958798212, -80.73629780135863 40.029926574081976, -80.73738680065652 40.02759056667142, -80.73733879977377 40.02296655714771, -80.73780279926913 40.02075855144443, -80.73831321484505 40.01971355463908, -80.74044296115024 40.01535322918314, -80.74050679786411 40.015222533408625, -80.74189879650032 40.00792651471697, -80.7420427961203 40.005638509551076, -80.74108279840401 39.996854507187265, -80.74019103209825 39.99434384279978, -80.74004280135686 39.99392651637854, -80.73871481016089 39.98511053956233, -80.73944120644848 39.97772809273186, -80.73969917165068 39.97510636360174, -80.74012382457805 39.97079056865433, -80.74316382654958 39.96911056536493, -80.7462678298006 39.96623056472291, -80.7551328381306 39.961558556405755, -80.75699273335955 39.960286459109305, -80.7585248424246 39.959238555041885, -80.75940963782581 39.95819333824688, -80.76337285061986 39.953511559191874, -80.76447685425273 39.95024756498537, -80.76450885766693 39.94659957382092, -80.76228296732421 39.93442012395396, -80.76130987285174 39.929095622096206, -80.75678187969861 39.92058365017499, -80.75593388347666 39.916551661117516, -80.75642988620854 39.91392766651862, -80.75830189007621 39.910423671856655, -80.75929389121411 39.909463672586874, -80.76057170854335 39.908937512081245, -80.76065389202395 39.90890367179722, -80.76258989240256 39.90890366876577, -80.76826989284893 39.90963965805214, -80.7726388922813 39.91130364700372, -80.78284688983018 39.917159615564685, -80.79571189140471 39.919687587609225, -80.80052789291109 39.919431580312875, -80.80339189412781 39.91875957743157, -80.80601589584127 39.917127577675494, -80.80761589757485 39.91493558123938, -80.80778037908631 39.91447878883582, -80.80928090070327 39.91031159166109, -80.80968090325383 39.90610360298265, -80.8090089048407 39.903223612181634, -80.80617690804024 39.89730363310455, -80.80233691128956 39.891607654529125, -80.79615991509104 39.8855276797912, -80.79398691699144 39.882784690151105, -80.79015392475593 39.87224972335927, -80.79075892833941 39.86727773589583, -80.7931289305654 39.863748742566685, -80.79989593275526 39.85890974801119, -80.81642793282319 39.853029746526424, -80.82127693322154 39.84997975031995, -80.82427393380038 39.84715675558186, -80.82612193463699 39.84423576242652, -80.82696193556016 39.84165376932491, -80.82622593848807 39.8357997875267, -80.82302794367864 39.82748181507037, -80.82247794514134 39.82496882295759, -80.8221789517877 39.811705862349875, -80.8249669552511 39.80108989199048, -80.82607695571137 39.79858189880571, -80.8353089528252 39.79068791762454, -80.86304593598659 39.77519495469668, -80.86632693381114 39.771735965025755, -80.86908993217178 39.76636198217105, -80.86993093177617 39.763552991403145, -80.86759393484205 39.75711401364783, -80.86533693764092 39.753249027027344, -80.85471494332832 39.74259005334195, -80.85273594408748 39.741038056585666, -80.84608894803817 39.73781006383463, -80.83659494562806 39.723923092071516, -80.83456094550664 39.721580096988475, -80.83346071591338 39.72081044914452, -80.83154894642261 39.71947310169164, -80.82972094336557 39.71403911255973, -80.82976194142877 39.711837116789205, -80.83000956783332 39.71111033745298, -80.83186893432311 39.70565312815965, -80.83387993080952 39.70349513178384, -80.83910992443496 39.701031135123095, -80.8447189185569 39.69943813665452, -80.85199791195464 39.69855813635568, -80.85459690902022 39.69747113768626, -80.86171590046011 39.693623142878415, -80.86369589751533 39.69172214583601, -80.86580289210617 39.686482154895515, -80.866327889333 39.68316516085079, -80.86666788573623 39.67848516936605, -80.86557287522596 39.66274919872984, -80.86664486727331 39.652614217019256, -80.86762413520435 39.65083880842096, -80.86979986129062 39.64689422633398, -80.87076885790977 39.642883233308915, -80.87047085730072 39.64176223548164, -80.87100883093693 39.63900744981016, -80.87101785503191 39.63896124039465, -80.87599984415998 39.627082260005174, -80.88035783768613 39.62070426967348, -80.89220582940268 39.616754271437564, -80.89651182733868 39.616755269477586, -80.90624482359986 39.61842926211843, -80.91761781820814 39.618701256519955, -80.91995628208883 39.61832947967747, -80.92583881358073 39.61739425504963, -80.93328980883888 39.6148102560413, -80.93690380618918 39.612614258077194, -80.9437798007161 39.6069242643721, -80.97043378403917 39.59012527865218, -80.97866177924907 39.58351528491318, -80.9877297747108 39.57726028991385, -80.99369277159515 39.571251296008924, -80.996801770274 39.56911829757528, -81.00865776756021 39.56279630912881, -81.02005276541836 39.555408325405885, -81.02389776461033 39.55231133187885, -81.02665976378137 39.5485453389558, -81.02866205020172 39.5466406866788, -81.03016676297725 39.54520934570198, -81.03870377883335 39.54004589042775, -81.04489976050552 39.536298366208676, -81.04995275947127 39.53189137544493, -81.05197975893499 39.52930838045805, -81.06037675738457 39.5227423947259, -81.07059175573958 39.515989410240635, -81.07594775449284 39.50965842292873, -81.091430753872 39.49697344784866, -81.10083075912935 39.48717345839412, -81.11443077232876 39.46627347702362, -81.11513077238769 39.466273477311795, -81.12147293606345 39.457757582542186, -81.12473379406329 39.45337580603488, -81.128533792859 39.449375808677075, -81.13253479148312 39.44627581095888, -81.13443479080333 39.445075811920034, -81.1381347893793 39.44377581332575, -81.15253478340662 39.44317581679305, -81.16352077899671 39.44118682012496, -81.17063477620997 39.439175822606245, -81.17993477270251 39.43512182648777, -81.18230777186027 39.433533827726016, -81.1859467706035 39.430731829788904, -81.1907147692903 39.42356283405801, -81.19616169168212 39.41892413377144, -81.20041276601279 39.41530383990554, -81.20522376442582 39.41078684299303, -81.20823176351077 39.40714784528765, -81.21083376276039 39.40356384746737, -81.21143376265444 39.40203184828569, -81.21087076335863 39.39711285036261, -81.211654763423 39.3929778523864, -81.21306476305197 39.39065685373657, -81.21731576155909 39.38759085604734, -81.2213727599907 39.38617285757754, -81.2235817590738 39.3860628581145, -81.24184075101 39.39027686026308, -81.24908874799463 39.38999286199098, -81.25978874314771 39.38669886412085, -81.27028541636506 39.38594580896482, -81.2707167378897 39.38591486497978, -81.27567773566805 39.38378686615625, -81.28140573329485 39.37925886843071, -81.29751772588118 39.374378871328474, -81.3047987226797 39.37053887335435, -81.3195987162974 39.36129087808995, -81.3261747133662 39.358186879744046, -81.33559970924811 39.352794882521216, -81.34262370624303 39.34804288490547, -81.34756770402907 39.34577088611081, -81.35691169968888 39.34317888764045, -81.36441328522947 39.34259569380092, -81.3712713930377 39.34206252568474, -81.3759616904943 39.34169788909229, -81.37967468864188 39.342081889082685, -81.38455668612959 39.343449888696334, -81.39124968237634 39.348814886658324, -81.39379468087436 39.35170688551664, -81.3958836795114 39.3555538839436, -81.4007446759254 39.36922187825223, -81.402770674256 39.37691487502208, -81.40668967135706 39.38809087038062, -81.41270666784786 39.394618867850454, -81.41721110550199 39.397914798455396, -81.42057866350518 39.40037886574744, -81.4286426591393 39.405374863990524, -81.4288060412274 39.4054472189302, -81.43564265545972 39.40847486300181, -81.44654364998648 39.41037486272194, -81.44811086137311 39.41019528648509, -81.45614364540688 39.40927486366164, -81.46774464022916 39.403774866568575, -81.47318863788514 39.400170868363034, -81.48290063404575 39.38967487327857, -81.48367720828011 39.38896705826735, -81.48904463152438 39.38407487593773, -81.50318962551596 39.373242880723375, -81.51349362094136 39.36705088236688, -81.52430961604702 39.36161088362827, -81.5344706113013 39.35823488407396, -81.53761082101119 39.35609781871582, -81.5423466078501 39.35287488555369, -81.55754760149412 39.338774889928374, -81.55907375879916 39.332960958547666, -81.55964760111658 39.33077489303017, -81.56014760193743 39.31787489831341, -81.56504760149224 39.29387490772211, -81.56511210640332 39.28816658691342, -81.5652476028567 39.276175915004714, -81.56734760226739 39.270675917047335, -81.57024760107315 39.26767591796966, -81.57917427955759 39.26830087783034, -81.58555959337032 39.26874791586885, -81.58858359178117 39.26978791511557, -81.59516058821592 39.27338791293412, -81.59985374485393 39.27461619965394, -81.60335258396807 39.27553191117926, -81.60840858141299 39.27604391042837, -81.60966497874449 39.27588273977744, -81.61389657874231 39.27533991012504, -81.62130557519703 39.273643910015274, -81.64317856403653 39.27719590623564, -81.65613855758188 39.277355904783434, -81.66324385609538 39.27665189829755, -81.67018755071007 39.27596390383178, -81.67833154683777 39.27375590383242, -81.68362754442889 39.27093990437557, -81.68948354190587 39.266043905674024, -81.69206054084758 39.26322790650341, -81.69638053918916 39.25703590846784, -81.69698853936308 39.248747911514954, -81.6966365393692 39.24612391228085, -81.69572453961209 39.24285991328715, -81.69220354092194 39.23609191556112, -81.6910675410979 39.23013991734316, -81.69133954082052 39.22794791792096, -81.6923955402001 39.22644391821761, -81.69460353895639 39.224107918612084, -81.69850873290444 39.22208687913797, -81.70090853562975 39.22084491878845, -81.7116285302314 39.21922891799401, -81.72436552377415 39.21650891726147, -81.72558399620566 39.21583614075941, -81.72181052555123 39.269568900784535, -81.81836147994971 39.27258188232453, -81.8166144784844 39.302058871655234, -81.83544746979781 39.302807867546065, -81.83463546903882 39.3175638622328, -81.8529304600632 39.32537385568354, -81.84486345420486 39.45021681115907))",Ohio 06,1212682,663851,257043,67405,2200981,15366355,14.323377274571621
13,3913,"POLYGON ((-81.68780097677858 41.025661314834494, -81.68762374279704 41.06215218790476, -81.6872333992407 41.11590400098022, -81.68698927166545 41.135953931225785, -81.6856448561053 41.202129701408765, -81.68531962249021 41.23958657246371, -81.68494864688829 41.27714351667759, -81.67019773259626 41.27725351032442, -81.62735298125304 41.27754149178171, -81.59054119416216 41.27755147604275, -81.56513834145184 41.27775546487358, -81.56218236142466 41.27931346116276, -81.58733430598721 41.32130341352384, -81.59331633659068 41.34963037941928, -81.59805131644214 41.35115438174258, -81.58524837983647 41.35108536996627, -81.53607662316946 41.35061132521393, -81.5188507081456 41.35015931014387, -81.5176577140687 41.35015130906051, -81.50831276042742 41.350052300649004, -81.48898781877978 41.349750304911744, -81.45033087886712 41.34914534584996, -81.44005289490404 41.349048356612016, -81.40515694920063 41.348647393319204, -81.39169396978863 41.34826940796217, -81.39174590755367 41.306953495341794, -81.39175887308205 41.28405054379489, -81.39183086185514 41.27665155937257, -81.39183086160547 41.27648555972384, -81.39193082793925 41.254186606797155, -81.3921337831265 41.23974063192451, -81.39193064574182 41.20285269152112, -81.39223754494962 41.17591073442404, -81.39234450877768 41.16623574981813, -81.39240646038814 41.153271770558334, -81.39211339514344 41.135719799244136, -81.3923353285753 41.117908827509126, -81.39253326330788 41.10043285524474, -81.39274320818137 41.0856698785722, -81.39294513579324 41.06626490933718, -81.39293413553608 41.0661949094708, -81.39305511489091 41.060663918109455, -81.38780711830712 41.06114792760888, -81.37340699088561 41.02667001404165, -81.3743328811054 40.99554704949832, -81.34490786525289 40.98865510403088, -81.30272685948947 40.988532198747095, -81.29976585904313 40.98850920537518, -81.30420665089414 40.90656407063959, -81.3043616422111 40.90308806496709, -81.30590056915916 40.87351801604751, -81.30677752467662 40.85534998605745, -81.30931441577594 40.809918909799904, -81.31923343782644 40.81016388353925, -81.3239084267938 40.80106385669483, -81.33975746202648 40.800751813279724, -81.34349144883781 40.790436786475695, -81.28479828394832 40.781464933683104, -81.29045827448557 40.77275590512202, -81.29294725208513 40.76197588209694, -81.30211830097196 40.77132287057167, -81.29983130120566 40.773705880532084, -81.31337235963107 40.78333985784526, -81.34797144980821 40.78569276650114, -81.34962645603308 40.786769763716805, -81.34980945194702 40.78453575956561, -81.35952647367763 40.783435731040804, -81.37285049208057 40.775249680559, -81.37731049607272 40.77092166084172, -81.37420648781344 40.770828669317005, -81.3753454869552 40.768623662409645, -81.37103745553553 40.75738765547866, -81.35890142126678 40.75700168899257, -81.36101841659669 40.751461673831606, -81.3711844448043 40.751146644544555, -81.37166045842902 40.75804665483705, -81.37197146076134 40.75887765536475, -81.37306146897825 40.76184065730952, -81.37308346914017 40.76189865734589, -81.37311446937049 40.76198165739929, -81.3732304702344 40.76229365760164, -81.37330647079568 40.762495657730234, -81.37338047134244 40.76269265785604, -81.37345547189685 40.76289265798419, -81.37367947355354 40.7634916583702, -81.37398347579537 40.764303658893546, -81.37419847737351 40.76487565926055, -81.37449647955482 40.76566765976882, -81.37485848219893 40.76663066038935, -81.3754354863937 40.76816366137865, -81.3755974875688 40.76859466165819, -81.37561148766987 40.768631661681944, -81.37864349578851 40.7687086533637, -81.3796074985671 40.76885065091974, -81.39758354164611 40.76599759584157, -81.40164454759851 40.762611578539044, -81.40852854162533 40.743666550515044, -81.42928860015766 40.74423949262687, -81.42882760886485 40.75178848262088, -81.42700363901228 40.782514543758325, -81.42675064567682 40.788844555983474, -81.42633865333816 40.79632557072874, -81.42591266057505 40.803407584770895, -81.42505367602972 40.818245614054455, -81.43472069635648 40.818547588841064, -81.45834574587249 40.81943652756902, -81.46716476415989 40.81966150451784, -81.49306681769166 40.820528437279776, -81.49811182419349 40.80930440146311, -81.48367979399207 40.81155944466952, -81.48386779299538 40.80876743869119, -81.47898378227204 40.80860845151356, -81.47919578091533 40.80532944455189, -81.48405979170145 40.805338431450295, -81.48419879077181 40.80285142619727, -81.50127382884449 40.804266388070204, -81.50609983524394 40.80055338705837, -81.50481182916903 40.79142036662831, -81.50495482818437 40.78876236135897, -81.51748084831296 40.79387738777721, -81.51920785792214 40.80274240940706, -81.51887285871788 40.80443341265236, -81.51868085904033 40.805250414174466, -81.52276085981244 40.798307404362426, -81.52933487158182 40.79986441658741, -81.52724286169024 40.793342398980016, -81.52694286135386 40.79342939879742, -81.52172384762892 40.786139376017786, -81.51771183908178 40.781431360974516, -81.5182218396522 40.78143736157293, -81.51808983478857 40.775372348194196, -81.53407982979101 40.75825632551136, -81.53375782979413 40.75840132555538, -81.51720779984247 40.743310315863965, -81.53070376023285 40.724704388196216, -81.53118476034889 40.724724388352485, -81.5320067579858 40.72365939228585, -81.53292375608163 40.72279039558381, -81.53323475637991 40.722900395354564, -81.53214175857092 40.723902391536534, -81.53146976042036 40.72473738844136, -81.54852576646653 40.726204391826, -81.54799078412597 40.73349036896821, -81.64896881495687 40.73686042329668, -81.64823196841849 40.77765249760904, -81.64804811811302 40.8143686251945, -81.64799016454045 40.825773664797204, -81.64769447542695 40.90226193027121, -81.64773452347404 40.91401397123126, -81.64784956957547 40.925195010408814, -81.64765682214237 40.9874432263194, -81.66970296728051 40.98856630118996, -81.68849108718503 40.98858836175426, -81.68780097677858 41.025661314834494))",Ohio 13,465241,456711,234875,69612,1226439,2024743,60.57257637142096
