"November 6, 2018 General Election Official Canvass Ballots Cast",,,,,,,
County Name,Precinct Name,Precinct Code,Region Name,Media Market,Registered Voters,Total Voters,Turnout Percentage
Defiance,DEFIANCE CITY 1-H,AAE,Northwest,Toledo,1049,483,46.0438512869399%
Defiance,DEFIANCE CITY 2-A,AAF,Northwest,Toledo,806,368,45.6575682382134%
Defiance,DEFIANCE CITY 2-C,AAH,Northwest,Toledo,833,333,39.9759903961585%
Defiance,DEFIANCE CITY 2-D,AAI,Northwest,Toledo,1185,590,49.789029535865%
Defiance,DEFIANCE CITY 3-D,AAK,Northwest,Toledo,1062,674,63.4651600753296%
Defiance,DEFIANCE CITY 3-B,AAL,Northwest,Toledo,1020,498,48.8235294117647%
Defiance,DEFIANCE CITY 3-C,AAM,Northwest,Toledo,847,315,37.1900826446281%
Defiance,DEFIANCE CITY 4-A,AAP,Northwest,Toledo,942,421,44.692144373673%
Defiance,DEFIANCE CITY 4-C,AAR,Northwest,Toledo,931,439,47.1535982814178%
Defiance,DEFIANCE CITY 4-D,AAS,Northwest,Toledo,739,338,45.7374830852503%
Defiance,ADAMS TWP,AAT,Northwest,Toledo,682,495,72.5806451612903%
Defiance,DEFIANCE TWP A,AAU,Northwest,Toledo,434,252,58.0645161290323%
Defiance,DEFIANCE TWP B,AAV,Northwest,Toledo,820,499,60.8536585365854%
Defiance,DELAWARE TWP,AAW,Northwest,Toledo,872,530,60.7798165137615%
Defiance,SHERWOOD VILLAGE,AAY,Northwest,Toledo,524,253,48.2824427480916%
Defiance,FARMER TWP,AAZ,Northwest,Toledo,665,375,56.390977443609%
Defiance,HICKSVILLE TWP,ABA,Northwest,Toledo,979,600,61.2870275791624%
Defiance,HICKSVILLE VILLAGE A,ABB,Northwest,Toledo,624,292,46.7948717948718%
Defiance,HICKSVILLE VILLAGE B,ABC,Northwest,Toledo,818,290,35.4523227383863%
Defiance,HICKSVILLE VILLAGE C,ABD,Northwest,Toledo,717,322,44.9093444909345%
Defiance,HIGHLAND TWP A,ABG,Northwest,Toledo,813,476,58.5485854858549%
Defiance,HIGHLAND TWP B,ABH,Northwest,Toledo,808,512,63.3663366336634%
Defiance,MARK TWP,ABJ,Northwest,Toledo,584,356,60.958904109589%
Defiance,MILFORD TWP,ABK,Northwest,Toledo,692,397,57.3699421965318%
Defiance,NOBLE TWP A,ABL,Northwest,Toledo,713,416,58.3450210378682%
Defiance,NOBLE TWP B,ABM,Northwest,Toledo,873,548,62.7720504009164%
Defiance,NORTH RICHLAND TWP,ABO,Northwest,Toledo,497,307,61.7706237424547%
Defiance,SOUTH RICHLAND TWP,ABQ,Northwest,Toledo,444,259,58.3333333333333%
Defiance,TIFFIN TWP,ABR,Northwest,Toledo,1111,612,55.0855085508551%
Defiance,NEY VILLAGE,ABS,Northwest,Toledo,228,121,53.0701754385965%
Defiance,WASHINGTON TWP,ABT,Northwest,Toledo,851,515,60.5170387779083%
Delaware,PRECINCT COLUMBUS CITY A,AAA,Central,Columbus,650,365,56.1538461538462%
Delaware,PRECINCT DELAWARE CITY 1-A,AAB,Central,Columbus,890,543,61.0112359550562%
Delaware,PRECINCT DELAWARE CITY 1-B,AAC,Central,Columbus,1243,834,67.0957361222848%
Delaware,PRECINCT DELAWARE CITY 1-C,AAD,Central,Columbus,1168,621,53.1678082191781%
Delaware,PRECINCT DELAWARE CITY 1-D,AAE,Central,Columbus,809,414,51.1742892459827%
Delaware,PRECINCT DELAWARE CITY 1-E,AAF,Central,Columbus,561,311,55.4367201426025%
Delaware,PRECINCT DELAWARE CITY 1-F,AAG,Central,Columbus,753,509,67.5962815405047%
Delaware,PRECINCT DELAWARE CITY 1-G,AAH,Central,Columbus,919,525,57.1273122959739%
Delaware,PRECINCT DELAWARE CITY 2-A,AAI,Central,Columbus,1264,828,65.5063291139241%
Delaware,PRECINCT DELAWARE CITY 2-B,AAJ,Central,Columbus,1226,782,63.7846655791191%
Delaware,PRECINCT DELAWARE CITY 2-C,AAK,Central,Columbus,989,526,53.1850353892821%
Delaware,PRECINCT DELAWARE CITY 2-D,AAL,Central,Columbus,725,391,53.9310344827586%
Delaware,PRECINCT DELAWARE CITY 3-A,AAM,Central,Columbus,1195,293,24.5188284518828%
Delaware,PRECINCT DELAWARE CITY 3-B,AAN,Central,Columbus,1121,448,39.964317573595%
Delaware,PRECINCT DELAWARE CITY 3-C,AAO,Central,Columbus,784,381,48.5969387755102%
Delaware,PRECINCT DELAWARE CITY 3-D,AAP,Central,Columbus,896,640,71.4285714285714%
Delaware,PRECINCT DELAWARE CITY 3-E,AAQ,Central,Columbus,863,602,69.7566628041715%
Delaware,PRECINCT DELAWARE CITY 4-A,AAR,Central,Columbus,1113,754,67.7448337825696%
Delaware,PRECINCT DELAWARE CITY 4-B,AAS,Central,Columbus,1059,674,63.6449480642115%
Delaware,PRECINCT DELAWARE CITY 4-C,AAT,Central,Columbus,931,565,60.687432867884%
Delaware,PRECINCT DELAWARE CITY 4-D,AAU,Central,Columbus,671,314,46.795827123696%
Delaware,PRECINCT DELAWARE CITY 4-E,AAV,Central,Columbus,687,448,65.2110625909753%
Delaware,PRECINCT DELAWARE CITY 4-F,AAW,Central,Columbus,977,490,50.1535312180143%
Delaware,PRECINCT DUBLIN CITY A,AAY,Central,Columbus,686,517,75.3644314868805%
Delaware,PRECINCT DUBLIN CITY B,AAZ,Central,Columbus,728,528,72.5274725274725%
Delaware,PRECINCT DUBLIN CITY C,ABA,Central,Columbus,925,703,76%
Delaware,PRECINCT DUBLIN CITY D,ABB,Central,Columbus,947,701,74.0232312565998%
Delaware,PRECINCT WESTERVILLE CITY A,ABC,Central,Columbus,1203,823,68.4123025768911%
Delaware,PRECINCT WESTERVILLE CITY B,ABD,Central,Columbus,657,522,79.4520547945206%
Delaware,PRECINCT WESTERVILLE CITY C,ABE,Central,Columbus,884,625,70.7013574660634%
Delaware,PRECINCT WESTERVILLE CITY D,ABF,Central,Columbus,1009,747,74.0336967294351%
Delaware,PRECINCT WESTERVILLE CITY E,ABG,Central,Columbus,960,700,72.9166666666667%
Delaware,PRECINCT GALENA,ABH,Central,Columbus,639,404,63.2237871674491%
Delaware,PRECINCT BERKSHIRE A,ABI,Central,Columbus,522,389,74.5210727969349%
Delaware,PRECINCT BERKSHIRE B,ABJ,Central,Columbus,641,441,68.798751950078%
Delaware,PRECINCT SUNBURY A,ABK,Central,Columbus,1007,683,67.8252234359484%
Delaware,PRECINCT SUNBURY B,ABL,Central,Columbus,834,516,61.8705035971223%
Delaware,PRECINCT SUNBURY C,ABM,Central,Columbus,722,392,54.2936288088643%
Delaware,PRECINCT BERLIN A,ABN,Central,Columbus,1040,718,69.0384615384615%
Delaware,PRECINCT BERLIN B,ABO,Central,Columbus,1310,882,67.3282442748092%
Delaware,PRECINCT BERLIN C,ABP,Central,Columbus,716,395,55.1675977653631%
Delaware,PRECINCT BROWN,ABQ,Central,Columbus,1087,779,71.6651333946642%
Delaware,PRECINCT CONCORD A,ABS,Central,Columbus,849,636,74.9116607773852%
Delaware,PRECINCT CONCORD B,ABT,Central,Columbus,783,545,69.6040868454662%
Delaware,PRECINCT CONCORD C,ABU,Central,Columbus,707,508,71.8528995756719%
Delaware,PRECINCT CONCORD D,ABV,Central,Columbus,411,307,74.6958637469586%
Delaware,PRECINCT SHAWNEE HILLS,ABW,Central,Columbus,624,464,74.3589743589744%
Delaware,PRECINCT DELAWARE A,ABX,Central,Columbus,569,350,61.5114235500879%
Delaware,PRECINCT DELAWARE B,ABY,Central,Columbus,1059,731,69.0273843248348%
Delaware,PRECINCT GENOA A,ABZ,Central,Columbus,799,631,78.9737171464331%
Delaware,PRECINCT GENOA B,ACA,Central,Columbus,768,582,75.78125%
Delaware,PRECINCT GENOA C,ACB,Central,Columbus,987,721,73.0496453900709%
Delaware,PRECINCT GENOA D,ACC,Central,Columbus,1101,795,72.2070844686649%
Delaware,PRECINCT GENOA E,ACD,Central,Columbus,730,560,76.7123287671233%
Delaware,PRECINCT GENOA F,ACE,Central,Columbus,701,572,81.5977175463623%
Delaware,PRECINCT GENOA G,ACF,Central,Columbus,926,704,76.0259179265659%
Delaware,PRECINCT GENOA H,ACG,Central,Columbus,716,573,80.0279329608939%
Delaware,PRECINCT HARLEM A,ACH,Central,Columbus,852,636,74.6478873239437%
Delaware,PRECINCT HARLEM B,ACI,Central,Columbus,933,688,73.7406216505895%
Delaware,PRECINCT HARLEM C,ACJ,Central,Columbus,814,589,72.3587223587224%
Delaware,PRECINCT HARLEM D,ACK,Central,Columbus,507,264,52.0710059171598%
Delaware,PRECINCT KINGSTON A,ACL,Central,Columbus,888,614,69.1441441441442%
Delaware,PRECINCT KINGSTON B,ACM,Central,Columbus,811,574,70.7768187422935%
Delaware,PRECINCT LIBERTY A,ACN,Central,Columbus,1061,765,72.1017907634307%
Delaware,PRECINCT LIBERTY B,ACO,Central,Columbus,718,501,69.7771587743733%
Delaware,PRECINCT LIBERTY C,ACP,Central,Columbus,871,632,72.5602755453502%
Delaware,PRECINCT LIBERTY D,ACQ,Central,Columbus,947,693,73.1784582893347%
Delaware,PRECINCT LIBERTY E,ACR,Central,Columbus,820,593,72.3170731707317%
Delaware,PRECINCT LIBERTY F,ACS,Central,Columbus,978,695,71.0633946830266%
Delaware,PRECINCT LIBERTY G,ACT,Central,Columbus,1291,789,61.1154144074361%
Delaware,PRECINCT LIBERTY H,ACU,Central,Columbus,1223,886,72.4448078495503%
Delaware,PRECINCT POWELL A,ACV,Central,Columbus,632,470,74.3670886075949%
Delaware,PRECINCT POWELL B,ACW,Central,Columbus,739,537,72.6657645466847%
Delaware,PRECINCT POWELL C,ACX,Central,Columbus,1065,791,74.2723004694836%
Delaware,PRECINCT POWELL D,ACY,Central,Columbus,768,570,74.21875%
Delaware,PRECINCT POWELL E,ACZ,Central,Columbus,1245,908,72.9317269076305%
Delaware,PRECINCT MARLBORO,ADA,Central,Columbus,210,153,72.8571428571429%
Delaware,PRECINCT ORANGE A,ADB,Central,Columbus,890,599,67.3033707865169%
Delaware,PRECINCT ORANGE B,ADC,Central,Columbus,1045,800,76.555023923445%
Delaware,PRECINCT ORANGE C,ADD,Central,Columbus,809,592,73.176761433869%
Delaware,PRECINCT ORANGE D,ADE,Central,Columbus,737,532,72.1845318860244%
Delaware,PRECINCT ORANGE E,ADF,Central,Columbus,930,668,71.8279569892473%
Delaware,PRECINCT ORANGE F,ADG,Central,Columbus,945,692,73.2275132275132%
Delaware,PRECINCT ORANGE G,ADH,Central,Columbus,1317,677,51.4047076689446%
Delaware,PRECINCT ORANGE H,ADI,Central,Columbus,1182,790,66.8358714043993%
Delaware,PRECINCT OXFORD,ADJ,Central,Columbus,658,447,67.9331306990882%
Delaware,PRECINCT ASHLEY,ADK,Central,Columbus,747,317,42.4364123159304%
Delaware,PRECINCT PORTER A,ADM,Central,Columbus,810,558,68.8888888888889%
Delaware,PRECINCT PORTER B,ADN,Central,Columbus,794,595,74.9370277078086%
Delaware,PRECINCT RADNOR,ADO,Central,Columbus,1224,889,72.6307189542484%
Delaware,PRECINCT OSTRANDER,ADQ,Central,Columbus,615,396,64.390243902439%
Delaware,PRECINCT SCIOTO A,ADR,Central,Columbus,1018,717,70.4322200392927%
Delaware,PRECINCT SCIOTO B,ADS,Central,Columbus,936,652,69.6581196581197%
Delaware,PRECINCT THOMPSON,ADT,Central,Columbus,489,350,71.5746421267894%
Delaware,PRECINCT TRENTON A,ADU,Central,Columbus,790,511,64.6835443037975%
Delaware,PRECINCT TRENTON B,ADV,Central,Columbus,927,633,68.284789644013%
Delaware,PRECINCT TROY A,ADW,Central,Columbus,687,459,66.8122270742358%
Delaware,PRECINCT TROY B,ADX,Central,Columbus,832,508,61.0576923076923%
Delaware,PRECINCT ORANGE I,ADZ,Central,Columbus,775,533,68.7741935483871%
Delaware,PRECINCT GENOA I,AEA,Central,Columbus,1166,854,73.2418524871355%
Delaware,PRECINCT ORANGE J,AEB,Central,Columbus,1094,683,62.4314442413163%
Delaware,PRECINCT COLUMBUS CITY B,AEC,Central,Columbus,1018,613,60.2161100196464%
Delaware,PRECINCT WESTERVILLE CITY F,AED,Central,Columbus,656,483,73.6280487804878%
Delaware,PRECINCT GENOA J,AEE,Central,Columbus,921,693,75.2442996742671%
Delaware,PRECINCT GENOA K,AEF,Central,Columbus,1191,873,73.2997481108312%
Delaware,PRECINCT LIBERTY I,AEG,Central,Columbus,691,473,68.451519536903%
Delaware,PRECINCT COLUMBUS CITY C,AEH,Central,Columbus,1123,632,56.2778272484417%
Delaware,PRECINCT GENOA L,AEI,Central,Columbus,1270,914,71.9685039370079%
Delaware,PRECINCT GENOA M,AEJ,Central,Columbus,1220,921,75.4918032786885%
Delaware,PRECINCT POWELL F,AEK,Central,Columbus,849,598,70.4358068315666%
Delaware,PRECINCT POWELL G,AEL,Central,Columbus,1222,872,71.3584288052373%
Delaware,PRECINCT ORANGE K,AEM,Central,Columbus,785,549,69.9363057324841%
Delaware,PRECINCT BERLIN D,AEN,Central,Columbus,1067,731,68.5098406747891%
Delaware,PRECINCT CONCORD E,AEO,Central,Columbus,642,495,77.1028037383178%
Delaware,PRECINCT LIBERTY J,AEP,Central,Columbus,740,528,71.3513513513514%
Delaware,PRECINCT LIBERTY K,AEQ,Central,Columbus,1024,717,70.01953125%
Delaware,PRECINCT ORANGE L,AER,Central,Columbus,1135,804,70.8370044052863%
Delaware,PRECINCT DELAWARE CITY 2-E,AES,Central,Columbus,541,210,38.8170055452865%
Delaware,PRECINCT DELAWARE CITY 2-F,AET,Central,Columbus,997,539,54.062186559679%
Delaware,PRECINCT GENOA N,AEU,Central,Columbus,1141,820,71.8667835232252%
Delaware,PRECINCT COLUMBUS CITY D,AEV,Central,Columbus,651,378,58.0645161290323%
Delaware,PRECINCT CONCORD F,AEW,Central,Columbus,1203,831,69.0773067331671%
Delaware,PRECINCT GENOA O,AEX,Central,Columbus,990,736,74.3434343434343%
Delaware,PRECINCT POWELL H,AEY,Central,Columbus,907,657,72.4366041896362%
Delaware,PRECINCT ORANGE M,AEZ,Central,Columbus,685,484,70.6569343065693%
Delaware,PRECINCT ORANGE N,AFA,Central,Columbus,1066,737,69.1369606003752%
Delaware,PRECINCT DELAWARE CITY 2-G,AFB,Central,Columbus,1099,724,65.8780709736124%
Delaware,PRECINCT BERLIN E,AFC,Central,Columbus,928,663,71.4439655172414%
Delaware,PRECINCT DELAWARE CITY 3-F,AFE,Central,Columbus,1349,927,68.7175685693106%
Delaware,PRECINCT GENOA P,AFF,Central,Columbus,1098,839,76.4116575591986%
Delaware,PRECINCT CONCORD G,AFH,Central,Columbus,1060,743,70.0943396226415%
Delaware,PRECINCT SUNBURY D,AFI,Central,Columbus,1181,720,60.965283657917%
Delaware,PRECINCT WESTERVILLE CITY G,AFJ,Central,Columbus,931,657,70.5692803437164%
Delaware,PRECINCT GENOA Q,AFK,Central,Columbus,1114,810,72.7109515260323%
Delaware,PRECINCT LIBERTY L,AFL,Central,Columbus,1174,838,71.3798977853492%
Delaware,PRECINCT ORANGE O,AFM,Central,Columbus,1030,725,70.3883495145631%
Delaware,PRECINCT COLUMBUS CITY E,AFN,Central,Columbus,1025,626,61.0731707317073%
Delaware,PRECINCT CONCORD H,AFO,Central,Columbus,957,688,71.8913270637409%
Delaware,PRECINCT GENOA R,AFQ,Central,Columbus,637,458,71.8995290423862%
Delaware,PRECINCT ORANGE P,AFR,Central,Columbus,837,564,67.3835125448029%
Delaware,PRECINCT ORANGE Q,AFS,Central,Columbus,964,665,68.9834024896266%
Delaware,PRECINCT POWELL I,AFT,Central,Columbus,1021,715,70.0293829578844%
Delaware,PRECINCT POWELL J,AFU,Central,Columbus,1111,767,69.036903690369%
Delaware,PRECINCT GENOA S,AFV,Central,Columbus,580,449,77.4137931034483%
Delaware,PRECINCT COLUMBUS CITY F,AFW,Central,Columbus,982,552,56.2118126272912%
Delaware,PRECINCT CONCORD I,AFX,Central,Columbus,1134,861,75.9259259259259%
Delaware,PRECINCT DELAWARE CITY 3-G,AFY,Central,Columbus,918,577,62.8540305010893%
Delaware,PRECINCT LIBERTY M,AFZ,Central,Columbus,510,352,69.0196078431373%
Delaware,PRECINCT ORANGE R,AGA,Central,Columbus,646,466,72.1362229102167%
Delaware,PRECINCT ORANGE S,AGB,Central,Columbus,977,706,72.2620266120778%
Delaware,PRECINCT WESTERVILLE CITY H,AGC,Central,Columbus,768,567,73.828125%
Delaware,PRECINCT BERKSHIRE C,AGD,Central,Columbus,467,363,77.7301927194861%
Delaware,PRECINCT COLUMBUS CITY G,AGE,Central,Columbus,1085,589,54.2857142857143%
Delaware,PRECINCT BERKSHIRE D,AGF,Central,Columbus,701,495,70.6134094151213%
Delaware,PRECINCT BERKSHIRE E,AGG,Central,Columbus,272,202,74.2647058823529%
Delaware,PRECINCT GENOA T,AGH,Central,Columbus,771,602,78.0804150453956%
Delaware,PRECINCT DELAWARE CITY 4-G,AGI,Central,Columbus,736,424,57.6086956521739%
Delaware,PRECINCT ORANGE T,AGJ,Central,Columbus,939,688,73.2694355697551%
Delaware,PRECINCT LIBERTY N,AGK,Central,Columbus,669,481,71.898355754858%
Erie,PRECINCT HUR A,AAA,Northeast,Cleveland,1043,640,61.3614573346117%
Erie,PRECINCT HUR B,AAB,Northeast,Cleveland,884,498,56.3348416289593%
Erie,PRECINCT HUR C,AAC,Northeast,Cleveland,793,592,74.6532156368222%
Erie,PRECINCT HUR F,AAE,Northeast,Cleveland,906,559,61.6997792494481%
Erie,PRECINCT HUR D,AAI,Northeast,Cleveland,704,417,59.2329545454545%
Erie,PRECINCT HUR E,AAJ,Northeast,Cleveland,916,630,68.7772925764192%
Erie,PRECINCT VER 1-A,ABV,Northeast,Cleveland,692,417,60.2601156069364%
Erie,PRECINCT VER 2-A,ABX,Northeast,Cleveland,577,315,54.5927209705373%
Erie,PRECINCT VER 2-B,ABY,Northeast,Cleveland,869,518,59.6087456846951%
Erie,PRECINCT VER 3-A,ACA,Northeast,Cleveland,704,397,56.3920454545455%
Erie,PRECINCT VER 3-B,ACB,Northeast,Cleveland,631,385,61.0142630744849%
Erie,PRECINCT BER VILL,ACC,Northeast,Cleveland,464,277,59.698275862069%
Erie,PRECINCT BER TWP #2,ACD,Northeast,Cleveland,1136,709,62.4119718309859%
Erie,PRECINCT BER TWP #1,ACF,Northeast,Cleveland,789,487,61.723700887199%
Erie,PRECINCT FLO TWP #1,ACG,Northeast,Cleveland,796,584,73.3668341708543%
Erie,PRECINCT FLO TWP #2,ACH,Northeast,Cleveland,1100,723,65.7272727272727%
Erie,PRECINCT GRO TWP,ACI,Northeast,Cleveland,937,550,58.6979722518677%
Erie,PRECINCT HUR TWP #1,ACK,Northeast,Cleveland,1003,629,62.7118644067797%
Erie,PRECINCT HUR TWP #2,ACL,Northeast,Cleveland,1013,659,65.0542941757157%
Erie,PRECINCT HUR TWP #3,ACM,Northeast,Cleveland,886,658,74.2663656884876%
Erie,PRECINCT KI VILL,ACN,Northeast,Cleveland,328,226,68.9024390243902%
Erie,PRECINCT BV VILL,ACO,Northeast,Cleveland,452,273,60.3982300884956%
Erie,PRECINCT CAST VILL,ACP,Northeast,Cleveland,533,325,60.9756097560976%
Erie,PRECINCT MAR TWP #1,ACQ,Northeast,Cleveland,914,587,64.2231947483589%
Erie,PRECINCT MAR TWP #2,ACR,Northeast,Cleveland,682,373,54.6920821114369%
Erie,PRECINCT MAR TWP #3,ACS,Northeast,Cleveland,926,571,61.6630669546436%
Erie,PRECINCT MAR TWP #4,ACT,Northeast,Cleveland,613,355,57.9119086460033%
Erie,PRECINCT MIL TWP #1,ACW,Northeast,Cleveland,718,441,61.4206128133705%
Erie,PRECINCT MIL TWP #2,ACX,Northeast,Cleveland,1228,757,61.6449511400652%
Erie,PRECINCT OX TWP,ADA,Northeast,Cleveland,819,491,59.95115995116%
Erie,PRECINCT PER TWP #2,ADB,Northeast,Cleveland,1324,819,61.8580060422961%
Erie,PRECINCT PER TWP #6,ADC,Northeast,Cleveland,916,553,60.3711790393013%
Erie,PRECINCT PER TWP #7,ADD,Northeast,Cleveland,862,529,61.368909512761%
Erie,PRECINCT PER TWP #4,ADE,Northeast,Cleveland,792,423,53.4090909090909%
Erie,PRECINCT PER TWP #1,ADF,Northeast,Cleveland,1107,569,51.4001806684734%
Erie,PRECINCT PER TWP #8,ADH,Northeast,Cleveland,1023,601,58.7487781036168%
Erie,PRECINCT PER TWP #9,ADJ,Northeast,Cleveland,764,477,62.434554973822%
Erie,PRECINCT PER TWP #3,ADM,Northeast,Cleveland,841,583,69.3222354340071%
Erie,PRECINCT PER TWP #5,ADN,Northeast,Cleveland,257,148,57.5875486381323%
Erie,PRECINCT PER TWP #10,ADO,Northeast,Cleveland,1150,752,65.3913043478261%
Erie,PRECINCT VER TWP #5,ADS,Northeast,Cleveland,661,389,58.8502269288956%
Erie,PRECINCT VER TWP #1,ADT,Northeast,Cleveland,1111,675,60.7560756075608%
Erie,PRECINCT VER TWP #2,ADU,Northeast,Cleveland,698,433,62.0343839541547%
Erie,PRECINCT VER TWP #4,ADV,Northeast,Cleveland,597,303,50.7537688442211%
Erie,PRECINCT VER TWP #3,ADW,Northeast,Cleveland,636,404,63.5220125786164%
Erie,PRECINCT SAN A,ADX,Northeast,Cleveland,420,285,67.8571428571429%
Erie,PRECINCT SAN B,ADY,Northeast,Cleveland,1202,542,45.0915141430948%
Erie,PRECINCT SAN C,ADZ,Northeast,Cleveland,1015,431,42.4630541871921%
Erie,PRECINCT SAN D,AEA,Northeast,Cleveland,821,476,57.9780755176614%
Erie,PRECINCT SAN E,AEB,Northeast,Cleveland,1218,561,46.0591133004926%
Erie,PRECINCT SAN F,AEC,Northeast,Cleveland,1069,539,50.4209541627689%
Erie,PRECINCT SAN G,AED,Northeast,Cleveland,1403,576,41.0548823948681%
Erie,PRECINCT SAN H,AEE,Northeast,Cleveland,1192,482,40.4362416107383%
Erie,PRECINCT SAN I,AEF,Northeast,Cleveland,1163,512,44.0240756663801%
Erie,PRECINCT SAN J,AEG,Northeast,Cleveland,936,482,51.4957264957265%
Erie,PRECINCT SAN K,AEH,Northeast,Cleveland,1262,496,39.3026941362916%
Erie,PRECINCT SAN L,AEI,Northeast,Cleveland,834,355,42.5659472422062%
Erie,PRECINCT SAN M,AEJ,Northeast,Cleveland,881,401,45.516458569807%
Erie,PRECINCT SAN N,AEK,Northeast,Cleveland,981,439,44.750254841998%
Erie,PRECINCT SAN O,AEL,Northeast,Cleveland,1000,452,45.2%
Erie,PRECINCT SAN P,AEM,Northeast,Cleveland,1321,767,58.0620741862226%
Erie,PRECINCT MIL VILL,AEN,Northeast,Cleveland,700,425,60.7142857142857%
Fairfield,LANCASTER CITY 1-A,AAA,Central,Columbus,1459,676,46.3331048663468%
Fairfield,LANCASTER CITY 1-B,AAB,Central,Columbus,1522,885,58.1471747700394%
Fairfield,LANCASTER CITY 1-C,AAC,Central,Columbus,1616,855,52.9084158415842%
Fairfield,LANCASTER CITY 2-A,AAF,Central,Columbus,1544,876,56.7357512953368%
Fairfield,LANCASTER CITY 2-B,AAG,Central,Columbus,1425,704,49.4035087719298%
Fairfield,LANCASTER CITY 2-C,AAH,Central,Columbus,1568,889,56.6964285714286%
Fairfield,LANCASTER CITY 3-A,AAL,Central,Columbus,913,539,59.0361445783133%
Fairfield,LANCASTER CITY 3-B,AAM,Central,Columbus,854,395,46.2529274004684%
Fairfield,LANCASTER CITY 3-C,AAN,Central,Columbus,817,421,51.5299877600979%
Fairfield,LANCASTER CITY 3-D,AAO,Central,Columbus,803,421,52.4283935242839%
Fairfield,LANCASTER CITY 4-A,AAP,Central,Columbus,1197,708,59.1478696741855%
Fairfield,LANCASTER CITY 4-B,AAQ,Central,Columbus,1379,692,50.1812907904278%
Fairfield,LANCASTER CITY 4-C,AAR,Central,Columbus,780,568,72.8205128205128%
Fairfield,LANCASTER CITY 4-D,AAS,Central,Columbus,1245,535,42.9718875502008%
Fairfield,LANCASTER CITY 5-A,AAU,Central,Columbus,746,282,37.8016085790885%
Fairfield,LANCASTER CITY 5-B,AAV,Central,Columbus,834,307,36.810551558753%
Fairfield,LANCASTER CITY 5-C,AAW,Central,Columbus,1035,366,35.3623188405797%
Fairfield,LANCASTER CITY 5-D,AAX,Central,Columbus,915,383,41.8579234972678%
Fairfield,LANCASTER CITY 6-A,AAY,Central,Columbus,1546,639,41.3324708926261%
Fairfield,LANCASTER CITY 6-B,AAZ,Central,Columbus,1158,375,32.3834196891192%
Fairfield,LANCASTER CITY 6-C,ABA,Central,Columbus,1271,624,49.0952006294257%
Fairfield,PICKERINGTON CITY A,ABC,Central,Columbus,806,478,59.3052109181142%
Fairfield,PICKERINGTON CITY B,ABD,Central,Columbus,991,638,64.3794147325934%
Fairfield,PICKERINGTON CITY C,ABE,Central,Columbus,1284,801,62.3831775700935%
Fairfield,PICKERINGTON CITY D,ABF,Central,Columbus,652,414,63.4969325153374%
Fairfield,PICKERINGTON CITY E,ABG,Central,Columbus,673,437,64.9331352154532%
Fairfield,PICKERINGTON CITY F,ABH,Central,Columbus,1856,1080,58.1896551724138%
Fairfield,PICKERINGTON CITY G,ABI,Central,Columbus,1133,666,58.7819947043248%
Fairfield,PICKERINGTON CITY H,ABJ,Central,Columbus,968,559,57.7479338842975%
Fairfield,PICKERINGTON CITY I,ABK,Central,Columbus,779,358,45.9563543003851%
Fairfield,AMANDA A,ABL,Central,Columbus,638,408,63.9498432601881%
Fairfield,AMANDA B,ABM,Central,Columbus,1180,696,58.9830508474576%
Fairfield,BERNE A,ABO,Central,Columbus,841,515,61.2366230677765%
Fairfield,BERNE B,ABP,Central,Columbus,848,488,57.5471698113208%
Fairfield,BERNE C,ABQ,Central,Columbus,832,467,56.1298076923077%
Fairfield,BERNE D,ABR,Central,Columbus,819,484,59.0964590964591%
Fairfield,BLOOM A,ABT,Central,Columbus,983,644,65.5137334689725%
Fairfield,BLOOM B,ABU,Central,Columbus,1415,956,67.5618374558304%
Fairfield,BLOOM C,ABV,Central,Columbus,1183,782,66.1031276415892%
Fairfield,BLOOM D,ABW,Central,Columbus,1153,792,68.6903729401561%
Fairfield,BLOOM E,ABX,Central,Columbus,1108,744,67.1480144404332%
Fairfield,LITHOPOLIS VILLAGE,ACA,Central,Columbus,1184,718,60.6418918918919%
Fairfield,CLEARCREEK A,ACB,Central,Columbus,1299,768,59.1224018475751%
Fairfield,CLEARCREEK B,ACC,Central,Columbus,1331,784,58.9030803906837%
Fairfield,GREENFIELD A,ACF,Central,Columbus,1136,684,60.2112676056338%
Fairfield,GREENFIELD B,ACG,Central,Columbus,1276,829,64.9686520376176%
Fairfield,GREENFIELD C,ACH,Central,Columbus,727,495,68.0880330123796%
Fairfield,GREENFIELD D,ACI,Central,Columbus,806,411,50.9925558312655%
Fairfield,HOCKING A,ACK,Central,Columbus,773,528,68.3053040103493%
Fairfield,HOCKING B,ACL,Central,Columbus,779,505,64.8267008985879%
Fairfield,HOCKING C,ACM,Central,Columbus,829,498,60.0723763570567%
Fairfield,LIBERTY A,ACN,Central,Columbus,969,695,71.7234262125903%
Fairfield,LIBERTY B,ACO,Central,Columbus,1304,839,64.340490797546%
Fairfield,LIBERTY C,ACP,Central,Columbus,755,511,67.682119205298%
Fairfield,LIBERTY D,ACQ,Central,Columbus,874,569,65.1029748283753%
Fairfield,BALTIMORE VILLAGE A,ACR,Central,Columbus,1034,530,51.257253384913%
Fairfield,BALTIMORE VILLAGE B,ACS,Central,Columbus,885,477,53.8983050847458%
Fairfield,MADISON A,ACV,Central,Columbus,1124,644,57.2953736654804%
Fairfield,PLEASANT A,ACW,Central,Columbus,1253,822,65.6025538707103%
Fairfield,PLEASANT B,ACX,Central,Columbus,1021,555,54.35847208619%
